Time (s),Accel X,Accel Y,Accel Z,Gyro X ,Gyro Y ,Gyro Z
0,0,0,9.81,0,0,1.0525
0.01,0,0,9.81,0,0,1.0525
0.02,0,0,9.81,0,0,1.0525
0.03,0,0,9.81,0,0,1.0525
0.04,0,0,9.81,0,0,1.0525
0.05,0,0,9.81,0,0,1.0525
0.06,0,0,9.81,1.40E-15,-6.66E-14,1.0525
0.07,0,0,9.81,-3.50E-16,-6.46E-18,1.0525
0.08,0,0,9.81,-1.05E-15,6.66E-14,1.0525
0.09,0,0,9.81,0,0,1.0525
0.1,0,0,9.81,0,0,1.0525
0.11,0,0,9.81,0,0,1.0525
0.12,0,0,9.81,0,0,1.0525
0.13,0,0,9.81,-1.05E-15,-6.66E-14,1.0525
0.14,0,0,9.81,-3.50E-16,6.46E-18,1.0525
0.15,0,0,9.81,1.40E-15,6.66E-14,1.0525
0.16,0,0,9.81,0,0,1.0525
0.17,0,0,9.81,0,0,1.0525
0.18,0,0,9.81,0,0,1.0525
0.19,0,0,9.81,0,0,1.0525
0.2,0,0,9.81,0,0,1.0525
0.21,0,0,9.81,-3.85E-15,-6.65E-14,1.0525
0.22,0,0,9.81,3.85E-15,6.65E-14,1.0525
0.23,0,0,9.81,0,0,1.0525
0.24,0,0,9.81,0,0,1.0525
0.25,0,0,9.81,0,0,1.0525
0.26,0,0,9.81,0,0,1.0525
0.27,0,0,9.81,0,0,1.0525
0.28,0,0,9.81,0,0,1.0525
0.29,0,0,9.81,0,0,1.0525
0.3,0,0,9.81,0,0,1.0525
0.31,0,0,9.81,0,0,1.0525
0.32,0,0,9.81,0,0,1.0525
0.33,0,0,9.81,0,0,1.0525
0.34,0,0,9.81,0,0,1.0525
0.35,0,0,9.81,0,0,1.0525
0.36,0,0,9.81,0,0,1.0525
0.37,0,0,9.81,0,0,1.0525
0.38,0,0,9.81,0,0,1.0525
0.39,0,0,9.81,0,0,1.0525
0.4,0,0,9.81,0,0,1.0525
0.41,0,0,9.81,0,0,1.0525
0.42,0,0,9.81,0,0,1.0525
0.43,0,0,9.81,0,0,1.0525
0.44,0,0,9.81,-1.19E-14,-6.56E-14,1.0525
0.45,0,0,9.81,1.19E-14,6.56E-14,1.0525
0.46,0,0,9.81,-1.25E-14,-6.54E-14,1.0525
0.47,0,0,9.81,1.25E-14,6.54E-14,1.0525
0.48,0,0,9.81,0,0,1.0525
0.49,0,0,9.81,0,0,1.0525
0.5,0,0,9.81,-1.39E-14,-6.51E-14,1.0525
0.51,0,0,9.81,1.39E-14,6.51E-14,1.0525
0.52,0,0,9.81,-1.46E-14,-6.50E-14,1.0525
0.53,0,0,9.81,1.46E-14,6.50E-14,1.0525
0.54,0,0,9.81,0,0,1.0525
0.55,0,0,9.81,0,0,1.0525
0.56,0,0,9.81,0,0,1.0525
0.57,0,0,9.81,-1.63E-14,-6.46E-14,1.0525
0.58,0,0,9.81,-3.40E-16,8.67E-17,1.0525
0.59,0,0,9.81,-3.39E-16,8.85E-17,1.0525
0.6,0,0,9.81,1.70E-14,6.44E-14,1.0525
0.61,0,0,9.81,0,0,1.0525
0.62,0,0,9.81,0,0,1.0525
0.63,0,0,9.81,0,0,1.0525
0.64,0,0,9.81,0,0,1.0525
0.65,0,0,9.81,-1.90E-14,-6.38E-14,1.0525
0.66,0,0,9.81,-3.36E-16,1.01E-16,1.0525
0.67,0,0,9.81,1.93E-14,6.37E-14,1.0525
0.68,0,0,9.81,0,0,1.0525
0.69,0,0,9.81,0,0,1.0525
0.7,0,0,9.81,-2.07E-14,-6.33E-14,1.0525
0.71,0,0,9.81,-3.33E-16,1.10E-16,1.0525
0.72,0,0,9.81,2.10E-14,6.32E-14,1.0525
0.73,0,0,9.81,0,0,1.0525
0.74,0,0,9.81,0,0,1.0525
0.75,0,0,9.81,0,0,1.0525
0.76,0,0,9.81,0,0,1.0525
0.77,0,0,9.81,0,0,1.0525
0.78,0,0,9.81,0,0,1.0525
0.79,0,0,9.81,0,0,1.0525
0.8,0,0,9.81,0,0,1.0525
0.81,0,0,9.81,0,0,1.0525
0.82,0,0,9.81,0,0,1.0525
0.83,0,0,9.81,0,0,1.0525
0.84,0,0,9.81,0,0,1.0525
0.85,0,0,9.81,0,0,1.0525
0.86,0,0,9.81,0,0,1.0525
0.87,0,0,9.81,0,0,1.0525
0.88,0,0,9.81,-8.86E-15,-2.04E-14,1.0525
0.89,0,0,9.81,-1.07E-16,4.69E-17,1.0525
0.9,0,0,9.81,8.97E-15,2.03E-14,1.0525
0.91,0,0,9.81,0,0,1.0525
0.92,0,0,9.81,0,0,1.0525
0.93,0,0,9.81,0,0,1.0525
0.94,0,0,9.81,-9.50E-15,-2.01E-14,1.0525
0.95,0,0,9.81,9.50E-15,2.01E-14,1.0525
0.96,0,0,9.81,0,0,1.0525
0.97,0,0,9.81,-9.81E-15,-1.99E-14,1.0525
0.98,0,0,9.81,9.81E-15,1.99E-14,1.0525
0.99,0,0,9.81,0,0,1.0525
1,0,0,9.81,0,0,1.0525
1.01,0,0,9.81,0,0,1.0525
1.02,0,0,9.81,0,0,1.0525
1.03,0,0,9.81,0,0,1.0525
1.04,0,0,9.81,0,0,1.0525
1.05,0,0,9.81,0,0,1.0525
1.06,0,0,9.81,-1.07E-14,-1.94E-14,1.0525
1.07,0,0,9.81,1.07E-14,1.94E-14,1.0525
1.08,0,0,9.81,0,0,1.0525
1.09,0,0,9.81,0,0,1.0525
1.1,0,0,9.81,0,0,1.0525
1.11,0,0,9.81,0,0,1.0525
1.12,0,0,9.81,0,0,1.0525
1.13,0,0,9.81,0,0,1.0525
1.14,0,0,9.81,0,0,1.0525
1.15,0,0,9.81,0,0,1.0525
1.16,0,0,9.81,0,0,1.0525
1.17,0,0,9.81,0,0,1.0525
1.18,0,0,9.81,0,0,1.0525
1.19,0,0,9.81,-1.20E-14,-1.87E-14,1.0525
1.2,0,0,9.81,1.20E-14,1.87E-14,1.0525
1.21,0,0,9.81,0,0,1.0525
1.22,0,0,9.81,0,0,1.0525
1.23,0,0,9.81,0,0,1.0525
1.24,0,0,9.81,0,0,1.0525
1.25,0,0,9.81,0,0,1.0525
1.26,0,0,9.81,0,0,1.0525
1.27,0,0,9.81,0,0,1.0525
1.28,0,0,9.81,0,0,1.0525
1.29,0,0,9.81,0,0,1.0525
1.3,0,0,9.81,0,0,1.0525
1.31,0,0,9.81,0,0,1.0525
1.32,0,0,9.81,0,0,1.0525
1.33,0,0,9.81,-1.34E-14,-1.77E-14,1.0525
1.34,0,0,9.81,1.34E-14,1.77E-14,1.0525
1.35,0,0,9.81,0,0,1.0525
1.36,0,0,9.81,0,0,1.0525
1.37,0,0,9.81,-1.38E-14,-1.74E-14,1.0525
1.38,0,0,9.81,1.38E-14,1.74E-14,1.0525
1.39,0,0,9.81,-1.39E-14,-1.73E-14,1.0525
1.4,0,0,9.81,1.39E-14,1.73E-14,1.0525
1.41,0,0,9.81,-1.41E-14,-1.71E-14,1.0525
1.42,0,0,9.81,1.41E-14,1.71E-14,1.0525
1.43,0,0,9.81,0,0,1.0525
1.44,0,0,9.81,0,0,1.0525
1.45,0,0,9.81,-1.45E-14,-1.68E-14,1.0525
1.46,0,0,9.81,1.45E-14,1.68E-14,1.0525
1.47,0,0,9.81,0,0,1.0525
1.48,0,0,9.81,0,0,1.0525
1.49,0,0,9.81,0,0,1.0525
1.5,0,0,9.81,0,0,1.0525
1.51,0,0,9.81,0,0,1.0525
1.52,0,0,9.81,0,0,1.0525
1.53,0,0,9.81,-1.52E-14,-1.62E-14,1.0525
1.54,0,0,9.81,1.52E-14,1.62E-14,1.0525
1.55,0,0,9.81,0,0,1.0525
1.56,0,0,9.81,0,0,1.0525
1.57,0,0,9.81,0,0,1.0525
1.58,0,0,9.81,0,0,1.0525
1.59,0,0,9.81,0,0,1.0525
1.6,0,0,9.81,0,0,1.0525
1.61,0,0,9.81,0,0,1.0525
1.62,0,0,9.81,0,0,1.0525
1.63,0,0,9.81,0,0,1.0525
1.64,0,0,9.81,0,0,1.0525
1.65,0,0,9.81,0,0,1.0525
1.66,0,0,9.81,0,0,1.0525
1.67,0,0,9.81,0,0,1.0525
1.68,0,0,9.81,0,0,1.0525
1.69,0,0,9.81,0,0,1.0525
1.7,0,0,9.81,0,0,1.0525
1.71,0,0,9.81,0,0,1.0525
1.72,0,0,9.81,0,0,1.0525
1.73,0,0,9.81,0,0,1.0525
1.74,0,0,9.81,0,0,1.0525
1.75,0,0,9.81,0,0,1.0525
1.76,0,0,9.81,0,0,1.0525
1.77,0,0,9.81,0,0,1.0525
1.78,0,0,9.81,0,0,1.0525
1.79,0,0,9.81,0,0,1.0025
1.8,0,0,9.81,-0.0076447,0.049787,0.95243
1.81,0,0,9.81,-0.014493,0.099709,0.90229
1.82,0,0,9.81,-0.02054,0.14974,0.85211
1.83,0,0,9.81,-0.025785,0.19987,0.80191
1.84,0,0,9.81,-0.030226,0.25007,0.7517
1.85,0,0,9.81,-0.033861,0.30034,0.70151
1.86,0,0,9.81,-0.03669,0.35068,0.65133
1.87,0,0,9.81,-0.038714,0.40106,0.60118
1.88,0,0,9.81,-0.039931,0.4515,0.55104
1.89,0,0,9.81,-0.040341,0.50199,0.50092
1.9,0,0,9.81,-0.039946,0.55252,0.45082
1.91,0,0,9.81,-0.038743,0.60309,0.40072
1.92,0,0,9.81,-0.036733,0.65369,0.35063
1.93,0,0,9.81,-0.033914,0.70432,0.30054
1.94,0,0,9.81,-0.030287,0.75495,0.25045
1.95,0,0,9.81,-0.02585,0.80559,0.20035
1.96,0,0,9.81,-0.020603,0.85619,0.15025
1.97,0,0,9.81,-0.014545,0.90675,0.10015
1.98,0,0,9.81,-0.0076773,0.95721,0.05006
1.99,0,0,9.81,-3.11E-15,1.0076,-6.67E-14
2,0,0,9.81,-4.27E-15,1.0578,6.74E-14
2.01,-0.10377,-8.51E-18,9.8095,6.79E-15,1.0578,-1.20E-14
2.02,-0.20752,0,9.8078,-8.27E-15,1.0578,2.32E-14
2.03,-0.31125,0,9.8051,9.69E-15,1.0578,-2.35E-14
2.04,-0.41495,-3.40E-17,9.8012,-1.08E-14,1.0578,-2.12E-14
2.05,-0.5186,0,9.7963,1.35E-14,1.0578,9.59E-15
2.06,-0.62219,3.40E-17,9.7902,1.58E-15,1.0578,4.44E-14
2.07,-0.72571,0,9.7831,8.57E-15,1.0578,-4.56E-14
2.08,-0.82915,-6.81E-17,9.7749,-1.83E-14,1.0578,1.32E-14
2.09,-0.9325,0,9.7656,1.29E-14,1.0578,-3.50E-14
2.1,-1.0357,0,9.7552,-7.24E-15,1.0578,3.44E-14
2.11,-1.1389,6.81E-17,9.7437,1.60E-14,1.0578,-4.64E-14
2.12,-1.2419,6.81E-17,9.7311,-2.55E-14,1.0578,4.76E-14
2.13,-1.3447,0,9.7174,-5.57E-15,1.0578,-2.19E-14
2.14,-1.4474,0,9.7026,1.60E-15,1.0578,5.55E-14
2.15,-1.55,-1.36E-16,9.6868,1.45E-14,1.0578,-7.99E-14
2.16,-1.6524,-1.36E-16,9.6698,1.69E-14,1.0578,-1.30E-14
2.17,-1.7546,0,9.6518,-3.54E-14,1.0578,8.22E-14
2.18,-1.8566,0,9.6327,2.11E-14,1.0578,-5.83E-14
2.19,-1.9583,0,9.6125,-1.97E-14,1.0578,-5.37E-14
2.2,-2.0599,1.36E-16,9.5913,1.19E-14,1.0578,5.45E-14
2.21,-2.1612,1.36E-16,9.569,1.10E-14,1.0578,-1.16E-15
2.22,-2.2623,0,9.5456,-1.76E-14,1.0578,-3.15E-14
2.23,-2.3632,0,9.5211,1.10E-14,1.0578,7.69E-14
2.24,-2.4638,0,9.4956,-2.04E-14,1.0578,-3.13E-14
2.25,-2.5641,0,9.469,-1.94E-15,1.0578,1.12E-14
2.26,-2.6641,0,9.4413,-4.77E-15,1.0578,1.14E-14
2.27,-2.7638,1.36E-16,9.4126,3.39E-14,1.0578,-7.09E-14
2.28,-2.8632,0,9.3829,-1.35E-14,1.0578,7.98E-14
2.29,-2.9623,-2.72E-16,9.3521,-1.12E-14,1.0578,-2.12E-14
2.3,-3.061,0,9.3202,2.79E-14,1.0578,-2.53E-14
2.31,-3.1595,0,9.2873,-7.01E-15,1.0578,1.21E-14
2.32,-3.2575,0,9.2534,6.98E-15,1.0578,-1.18E-14
2.33,-3.3552,0,9.2184,-8.01E-15,1.0578,1.05E-15
2.34,-3.4525,0,9.1824,-8.22E-15,1.0578,1.01E-15
2.35,-3.5495,-2.72E-16,9.1453,7.78E-16,1.0578,3.34E-14
2.36,-3.646,0,9.1073,2.11E-15,1.0578,2.21E-14
2.37,-3.7421,2.72E-16,9.0682,6.74E-15,1.0578,-1.19E-14
2.38,-3.8378,2.72E-16,9.0281,-3.32E-14,1.0578,-1.87E-14
2.39,-3.9331,2.72E-16,8.987,2.67E-15,1.0578,-5.10E-16
2.4,-4.028,0,8.9449,2.48E-14,1.0578,-2.85E-15
2.41,-4.1224,0,8.9018,-7.50E-15,1.0578,-4.38E-14
2.42,-4.2163,0,8.8577,1.73E-15,1.0578,6.69E-14
2.43,-4.3097,2.72E-16,8.8126,8.12E-15,1.0578,-7.89E-14
2.44,-4.4027,0,8.7665,-1.57E-14,1.0578,5.78E-14
2.45,-4.4952,0,8.7195,-7.67E-15,1.0578,-4.38E-14
2.46,-4.5872,0,8.6714,-5.42E-15,1.0578,2.30E-14
2.47,-4.6786,0,8.6224,-9.71E-15,1.0578,-1.03E-14
2.48,-4.7696,0,8.5725,1.11E-14,1.0578,-1.38E-15
2.49,-4.86,2.72E-16,8.5215,-8.81E-15,1.0578,2.32E-14
2.5,-4.9499,-2.72E-16,8.4696,1.29E-14,1.0578,-3.50E-14
2.51,-5.0392,0,8.4168,8.40E-17,1.0578,7.88E-18
2.52,-5.1279,-2.72E-16,8.363,-1.19E-15,1.0578,-1.10E-14
2.53,-5.2161,0,8.3083,-2.50E-14,1.0578,2.51E-14
2.54,-5.3037,0,8.2527,2.34E-14,1.0578,8.39E-15
2.55,-5.3907,-2.72E-16,8.1961,7.78E-15,1.0578,2.15E-14
2.56,-5.4771,0,8.1387,-2.78E-15,1.0578,-2.20E-14
2.57,-5.5629,-2.72E-16,8.0803,9.93E-15,1.0578,-1.21E-14
2.58,-5.648,-2.72E-16,8.021,-5.48E-15,1.0578,6.97E-16
2.59,-5.7325,0,7.9608,1.29E-15,1.0578,1.11E-14
2.6,-5.8164,0,7.8997,4.20E-15,1.0578,-1.17E-14
2.61,-5.8997,0,7.8377,1.18E-15,1.0578,1.10E-14
2.62,-5.9822,0,7.7749,-3.61E-15,1.0578,-3.31E-14
2.63,-6.0641,-5.45E-16,7.7112,2.23E-14,1.0578,-2.38E-15
2.64,-6.1454,-5.45E-16,7.6466,-3.45E-14,1.0578,-7.36E-15
2.65,-6.2259,0,7.5812,1.11E-14,1.0578,-1.27E-15
2.66,-6.3057,0,7.5149,-1.78E-14,1.0578,-9.38E-15
2.67,-6.3849,-5.45E-16,7.4478,5.60E-15,1.0578,-7.82E-16
2.68,-6.4633,-5.45E-16,7.3798,1.01E-14,1.0578,4.34E-14
2.69,-6.541,-5.45E-16,7.311,-8.46E-15,1.0578,-2.15E-14
2.7,-6.618,-5.45E-16,7.2414,2.52E-14,1.0578,-2.50E-14
2.71,-6.6942,-5.45E-16,7.171,-4.02E-14,1.0578,3.79E-14
2.72,-6.7697,-1.09E-15,7.0998,6.52E-15,1.0578,1.03E-14
2.73,-6.8444,0,7.0278,1.28E-14,1.0578,-3.51E-14
2.74,-6.9183,0,6.955,2.22E-14,1.0578,-2.50E-15
2.75,-6.9915,-5.45E-16,6.8815,-2.76E-14,1.0578,3.13E-15
2.76,-7.0639,0,6.8071,3.19E-14,1.0578,-1.47E-14
2.77,-7.1355,0,6.732,9.90E-15,1.0578,-1.20E-14
2.78,-7.2063,5.45E-16,6.6562,-2.17E-14,1.0578,2.65E-15
2.79,-7.2763,0,6.5796,-1.42E-14,1.0076,2.38E-14
2.8,-7.3455,-5.45E-16,6.5022,0.050289,0.95724,-0.0077614
2.81,-7.4139,0,6.4242,0.10072,0.90685,-0.014714
2.82,-7.4814,0,6.3454,0.15126,0.85641,-0.020854
2.83,-7.5481,0,6.2659,0.20189,0.80596,-0.026179
2.84,-7.614,0,6.1857,0.2526,0.7555,-0.030688
2.85,-7.679,0,6.1048,0.30339,0.70505,-0.034378
2.86,-7.7431,-5.45E-16,6.0233,0.35423,0.65462,-0.037251
2.87,-7.8064,-5.45E-16,5.941,0.40514,0.60421,-0.039305
2.88,-7.8688,0,5.8581,0.45609,0.55382,-0.040541
2.89,-7.9304,0,5.7746,0.50709,0.50345,-0.040958
2.9,-7.991,0,5.6904,0.55814,0.45309,-0.040557
2.91,-8.0507,0,5.6055,0.60923,0.40274,-0.039335
2.92,-8.1096,-5.45E-16,5.52,0.66035,0.3524,-0.037294
2.93,-8.1675,0,5.434,0.7115,0.30206,-0.034433
2.94,-8.2245,0,5.3473,0.76265,0.25171,-0.03075
2.95,-8.2806,0,5.26,0.8138,0.20136,-0.026246
2.96,-8.3358,-5.45E-16,5.1721,0.86493,0.151,-0.020918
2.97,-8.39,0,5.0836,0.916,0.10065,-0.014768
2.98,-8.4434,-5.45E-16,4.9946,0.96698,0.050312,-0.0077948
2.99,-8.4957,-5.45E-16,4.905,1.0178,-4.75E-14,2.85E-14
3,-8.4957,-5.45E-16,4.905,1.0686,2.47E-14,-1.96E-14
3.01,-8.4957,0.052412,4.9047,1.0686,4.65E-14,-1.75E-14
3.02,-8.4957,0.10482,4.9039,1.0686,-8.46E-14,5.71E-14
3.03,-8.4957,0.15721,4.9025,1.0686,5.66E-14,-5.00E-15
3.04,-8.4957,0.20959,4.9005,1.0686,-3.41E-14,7.05E-15
3.05,-8.4957,0.26194,4.898,1.0686,-2.32E-14,8.60E-15
3.06,-8.4957,0.31426,4.8949,1.0686,3.42E-14,-7.11E-15
3.07,-8.4957,0.36655,4.8913,1.0686,-5.63E-14,5.16E-15
3.08,-8.4957,0.4188,4.8871,1.0686,-3.06E-14,-2.54E-14
3.09,-8.4957,0.47099,4.8823,1.0686,4.67E-14,-1.68E-14
3.1,-8.4957,0.52314,4.877,1.0686,1.11E-14,1.50E-15
3.11,-8.4957,0.57522,4.8712,1.0686,2.33E-14,-8.83E-15
3.12,-8.4957,0.62724,4.8647,1.0686,-3.44E-14,7.38E-15
3.13,-8.4957,0.67918,4.8577,1.0686,2.46E-14,-1.95E-14
3.14,-8.4957,0.73105,4.8502,1.0686,3.81E-14,-4.05E-14
3.15,-8.4957,0.78284,4.8421,1.0686,-1.37E-14,2.05E-14
3.16,-8.4957,0.83453,4.8335,1.0686,1.09E-14,9.44E-16
3.17,-8.4957,0.88613,4.8243,1.0686,-5.79E-14,1.60E-14
3.18,-8.4957,0.93763,4.8145,1.0686,2.10E-14,1.37E-14
3.19,-8.4957,0.98903,4.8043,1.0686,1.23E-14,-9.94E-15
3.2,-8.4957,1.0403,4.7934,1.0686,1.21E-15,-1.10E-14
3.21,-8.4957,1.0915,4.782,1.0686,1.54E-14,1.25E-14
3.22,-8.4957,1.1425,4.7701,1.0686,9.87E-15,1.21E-14
3.23,-8.4957,1.1934,4.7576,1.0686,-2.34E-14,8.72E-15
3.24,-8.4957,1.2442,4.7446,1.0686,8.17E-15,-2.15E-14
3.25,-8.4957,1.2948,4.731,1.0686,3.62E-15,-3.33E-14
3.26,-8.4957,1.3453,4.7169,1.0686,-1.72E-14,5.38E-14
3.27,-8.4957,1.3956,4.7023,1.0686,9.63E-15,-3.24E-14
3.28,-8.4957,1.4458,4.6871,1.0686,7.99E-15,-2.15E-14
3.29,-8.4957,1.4958,4.6714,1.0178,-1.04E-14,4.35E-14
3.3,-8.4957,1.5456,4.6551,0.96702,9.41E-15,-3.24E-14
3.31,-8.4957,1.5953,4.6383,0.91614,1.24E-14,-9.99E-15
3.32,-8.4957,1.6447,4.621,0.86522,1.11E-14,8.33E-16
3.33,-8.4957,1.694,4.6032,0.81428,-3.43E-14,7.49E-15
3.34,-8.4957,1.7431,4.5848,0.76333,4.51E-14,-6.77E-15
3.35,-8.4957,1.792,4.5659,0.71238,-2.66E-14,-1.40E-14
3.36,-8.4957,1.8407,4.5465,0.66144,-2.87E-14,8.49E-15
3.37,-8.4957,1.8892,4.5266,0.61051,2.87E-14,-8.63E-15
3.38,-8.4957,1.9374,4.5062,0.5596,3.62E-15,2.24E-14
3.39,-8.4957,1.9855,4.4852,0.5087,-1.66E-14,-1.39E-15
3.4,-8.4957,2.0333,4.4637,0.45781,-9.48E-15,-2.29E-14
3.41,-8.4957,2.0809,4.4417,0.40694,-2.30E-14,9.63E-15
3.42,-8.4957,2.1282,4.4193,0.35608,5.55E-15,3.89E-16
3.43,-8.4957,2.1753,4.3963,0.30522,5.17E-14,-3.06E-14
3.44,-8.4957,2.2222,4.3728,0.25436,-3.58E-14,5.38E-14
3.45,-8.4957,2.2688,4.3488,0.2035,-6.78E-15,3.31E-14
3.46,-8.4957,2.3151,4.3243,0.15264,1.25E-14,-4.41E-14
3.47,-8.4957,2.3612,4.2993,0.10176,-2.80E-14,1.05E-14
3.48,-8.4957,2.407,4.2738,0.050883,5.61E-14,-5.49E-14
3.49,-8.4957,2.4525,4.2479,0,0,0
3.5,-8.4957,2.4525,4.2479,0,0,0
3.51,-8.4957,2.4525,4.2479,0,0,0
3.52,-8.4957,2.4525,4.2479,0,0,0
3.53,-8.4957,2.4525,4.2479,0,0,0
3.54,-8.4957,2.4525,4.2479,0,0,0
3.55,-8.4957,2.4525,4.2479,0,0,0
3.56,-8.4957,2.4525,4.2479,0,0,0
3.57,-8.4957,2.4525,4.2479,0,0,0
3.58,-8.4957,2.4525,4.2479,0,0,0
3.59,-8.4957,2.4525,4.2479,0,0,0
3.6,-8.4957,2.4525,4.2479,0,0,0
3.61,-8.4957,2.4525,4.2479,0,0,0
3.62,-8.4957,2.4525,4.2479,0,0,0
3.63,-8.4957,2.4525,4.2479,0,0,0
3.64,-8.4957,2.4525,4.2479,0,0,0
3.65,-8.4957,2.4525,4.2479,0,0,0
3.66,-8.4957,2.4525,4.2479,0,0,0
3.67,-8.4957,2.4525,4.2479,0,0,0
3.68,-8.4957,2.4525,4.2479,0,0,0
3.69,-8.4957,2.4525,4.2479,0,0,0
3.7,-8.4957,2.4525,4.2479,0,0,0
3.71,-8.4957,2.4525,4.2479,0,0,0
3.72,-8.4957,2.4525,4.2479,0,0,0
3.73,-8.4957,2.4525,4.2479,0,0,0
3.74,-8.4957,2.4525,4.2479,0,0,0
3.75,-8.4957,2.4525,4.2479,0,0,0
3.76,-8.4957,2.4525,4.2479,0,0,0
3.77,-8.4957,2.4525,4.2479,0,0,0
3.78,-8.4957,2.4525,4.2479,0,0,0
3.79,-8.4957,2.4525,4.2479,0,0,0
3.8,-8.4957,2.4525,4.2479,0,0,0
3.81,-8.4957,2.4525,4.2479,0,0,0
3.82,-8.4957,2.4525,4.2479,0,0,0
3.83,-8.4957,2.4525,4.2479,0,0,0
3.84,-8.4957,2.4525,4.2479,0,0,0
3.85,-8.4957,2.4525,4.2479,0,0,0
3.86,-8.4957,2.4525,4.2479,0,0,0
3.87,-8.4957,2.4525,4.2479,0,0,0
3.88,-8.4957,2.4525,4.2479,0,0,0
3.89,-8.4957,2.4525,4.2479,0,0,0
3.9,-8.4957,2.4525,4.2479,0,0,0
3.91,-8.4957,2.4525,4.2479,0,0,0
3.92,-8.4957,2.4525,4.2479,0,0,0
3.93,-8.4957,2.4525,4.2479,0,0,0
3.94,-8.4957,2.4525,4.2479,0,0,0
3.95,-8.4957,2.4525,4.2479,0,0,0
3.96,-8.4957,2.4525,4.2479,0,0,0
3.97,-8.4957,2.4525,4.2479,0,0,0
3.98,-8.4957,2.4525,4.2479,0,0,0
3.99,-8.4957,2.4525,4.2479,0,0,0
4,-8.4957,2.4525,4.2479,0,0,0
4.01,-8.4957,2.4525,4.2479,0,0,0
4.02,-8.4957,2.4525,4.2479,0,0,0
4.03,-8.4957,2.4525,4.2479,0,0,0
4.04,-8.4957,2.4525,4.2479,0,0,0
4.05,-8.4957,2.4525,4.2479,0,0,0
4.06,-8.4957,2.4525,4.2479,0,0,0
4.07,-8.4957,2.4525,4.2479,0,0,0
4.08,-8.4957,2.4525,4.2479,0,0,0
4.09,-8.4957,2.4525,4.2479,0,0,0
4.1,-8.4957,2.4525,4.2479,0,0,0
4.11,-8.4957,2.4525,4.2479,0,0,0
4.12,-8.4957,2.4525,4.2479,0,0,0
4.13,-8.4957,2.4525,4.2479,0,0,0
4.14,-8.4957,2.4525,4.2479,0,0,0
4.15,-8.4957,2.4525,4.2479,0,0,0
4.16,-8.4957,2.4525,4.2479,0,0,0
4.17,-8.4957,2.4525,4.2479,0,0,0
4.18,-8.4957,2.4525,4.2479,0,0,0
4.19,-8.4957,2.4525,4.2479,0,0,0
4.2,-8.4957,2.4525,4.2479,0,0,0
4.21,-8.4957,2.4525,4.2479,0,0,0
4.22,-8.4957,2.4525,4.2479,0,0,0
4.23,-8.4957,2.4525,4.2479,0,0,0
4.24,-8.4957,2.4525,4.2479,0,0,0
4.25,-8.4957,2.4525,4.2479,0,0,0
4.26,-8.4957,2.4525,4.2479,0,0,0
4.27,-8.4957,2.4525,4.2479,0,0,0
4.28,-8.4957,2.4525,4.2479,0,0,0
4.29,-8.4957,2.4525,4.2479,0,0,0
4.3,-8.4957,2.4525,4.2479,-0.050883,-4.44E-14,4.44E-14
4.31,-8.4957,2.4525,4.2479,-0.10176,4.44E-14,-4.44E-14
4.32,-8.4957,2.4525,4.2479,-0.15264,-2.76E-14,5.56E-14
4.33,-8.4957,2.4525,4.2479,-0.2035,1.10E-14,-3.33E-14
4.34,-8.4957,2.4525,4.2479,-0.25436,-4.43E-14,1.13E-14
4.35,-8.4957,2.4525,4.2479,-0.30522,4.97E-14,-3.38E-14
4.36,-8.4957,2.4525,4.2479,-0.35608,-1.06E-14,4.46E-14
4.37,-8.4957,2.4525,4.2479,-0.40694,-2.24E-14,-1.08E-14
4.38,-8.4957,2.4525,4.2479,-0.45781,5.13E-15,-2.24E-14
4.39,-8.4957,2.4525,4.2479,-0.5087,-2.14E-14,3.38E-14
4.4,-8.4957,2.4525,4.2479,-0.5596,5.99E-14,-3.52E-14
4.41,-8.4957,2.4525,4.2479,-0.61051,-4.43E-14,1.67E-15
4.42,-8.4957,2.4525,4.2479,-0.66144,-2.68E-14,2.32E-14
4.43,-8.4957,2.4525,4.2479,-0.71238,4.93E-14,-1.37E-14
4.44,-8.4957,2.4525,4.2479,-0.76333,4.94E-15,-1.14E-14
4.45,-8.4957,2.4525,4.2479,-0.81428,2.23E-14,-1.22E-15
4.46,-8.4957,2.4525,4.2479,-0.86522,-5.91E-14,2.67E-14
4.47,-8.4957,2.4525,4.2479,-0.91614,9.44E-16,1.08E-14
4.48,-8.4957,2.4525,4.2479,-0.96702,1.65E-14,-1.72E-15
4.49,-8.4957,2.4525,4.2479,-1.0178,-3.86E-14,3.66E-15
4.5,-8.4957,2.4525,4.2479,-1.0686,2.08E-14,-1.39E-14
4.51,-8.4957,2.407,4.2738,-1.0686,2.89E-14,7.72E-15
4.52,-8.4957,2.3612,4.2993,-1.0686,3.51E-14,-3.71E-14
4.53,-8.4957,2.3151,4.3243,-1.0686,-4.05E-14,3.85E-14
4.54,-8.4957,2.2688,4.3488,-1.0686,-2.32E-14,-8.66E-15
4.55,-8.4957,2.2222,4.3728,-1.0686,7.04E-14,-1.87E-14
4.56,-8.4957,2.1753,4.3963,-1.0686,-7.04E-14,1.95E-14
4.57,-8.4957,2.1282,4.4193,-1.0686,-1.01E-14,1.23E-14
4.58,-8.4957,2.0809,4.4417,-1.0686,9.55E-15,-1.25E-14
